code,div_l,div_m,div_s,div_n,name,former_labels,labels
90130,면류,용기면,국물용기라면,짬뽕라면,농심오징어짬뽕큰사발115G,5258,529
90131,면류,봉지면,비빔봉지라면,짜장라면,팔도뽀로로짜장,5259,530
90132,면류,봉지면,비빔봉지라면,비빔면,농심둥지냉면(비빔냉면)봉지162G,5260,531
90133,면류,봉지면,국물봉지라면,일반라면,오뚜기라면사리110G,5261,532
90134,면류,봉지면,비빔봉지라면,파스타,오뚜기스파게티(봉지)150G,5262,533
90135,면류,봉지면,국물봉지라면,일반라면,오뚜기미역국라면(봉지)115G,5263,534
90136,면류,용기면,국물용기라면,짬뽕라면,오뚜기진짬뽕(큰컵)115G,5264,535
90137,면류,봉지면,국물봉지라면,일반라면,오뚜기북엇국라면(봉지)110G,5265,536
90138,면류,봉지면,비빔봉지라면,일반라면,삼양치즈불닭볶음면(봉지)140G,5266,537
90139,면류,봉지면,비빔봉지라면,파스타,삼양)까르보불닭볶음면(낱개)130g,5267,538
90140,면류,봉지면,비빔봉지라면,파스타,삼양크림까르보불닭볶음면(봉지)130G,5268,539
90141,면류,봉지면,국물봉지라면,김치라면,오뚜기김치라면120G(봉지),5269,540
90142,면류,봉지면,국물봉지라면,일반라면,오뚜기진라면매운맛(봉지)120G,5270,541
90143,면류,봉지면,국물봉지라면,일반라면,오뚜기참깨라면115G(봉),5271,542
90144,면류,봉지면,국물봉지라면,우동라면,농심튀김우동(봉지)118G,5272,543
90171,유제품,버터,마가린,마가린,오뚜기)옥수수마아가린200G,5286,544
90221,유제품,우유,가공우유,바나나우유,롯데파스퇴르우유바나나,5315,545
90223,유제품,요구르트,마시는 요구르트,마시는 요구르트,매일요구르트로어슈거,5317,546
90224,유제품,우유,가공우유,초코우유,롯데가나초콜릿밀크,5318,547
90225,유제품,우유,가공우유,초코우유,푸르밀가나초코우유,5319,548
90226,유제품,우유,가공우유,초코우유,소와나무덴마크민트쵸코우유,5320,549
90227,유제품,요구르트,마시는 요구르트,마시는 요구르트,소와나무덴마크드링킹요구르트딸기,5321,550
90230,유제품,요구르트,마시는 요구르트,마시는 요구르트,매일바이오드링킹요거트사과,5324,551
90234,유제품,요구르트,마시는 요구르트,마시는 요구르트,빙그레요구르트_280ml,5328,552
A10025,면류,봉지면,국물봉지라면,파스타,삼색동물원파스타,5353,553
A10026,면류,봉지면,국물봉지라면,파스타,삼색러브파스타,5354,554
A20021,유제품,우유,일반우유,일반우유,부산우유농협)부산우유정일품,5366,555
A20025,면류,봉지면,국물봉지라면,짬뽕라면,삼양)나가사끼짬뽕,5370,556
A20026,면류,봉지면,국물봉지라면,쌀국수,종가집)멸치쌀국수,5371,557
A20027,면류,봉지면,국물봉지라면,짬뽕라면,오뚜기)굴진짬뽕,5372,558
A30029,유제품,우유,일반우유,유기농우유,매일유업상하목장유기농우유,5394,559
A30035,면류,용기면,국물용기라면,김치라면,농심김치큰사발면,5400,560
A30036,면류,봉지면,국물봉지라면,일반라면,(주)풀무원식품엔젤헤어,5401,561
A40001,면류,용기면,국물용기라면,일반라면,(주)팔도민생라면컵얼큰한맛,5414,562
A40025,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,매일유업바이오플레인저지방,5432,563
A40026,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트,매일유업상하목장유기농요거트플레인,5433,564
A40029,면류,봉지면,국물봉지라면,쌀국수,농심쌀국수,5436,565
10188,상온HMR,분말조리식,분말카레짜장,분말카레,오뚜기백세카레순한맛100G,167,0
10260,상온HMR,레토르트,기타레토르트,기타레토르트,대상종가집연근조림,204,1
10306,상온HMR,소스류,국물용소스,국물용소스,자연그대로제주딱새우육수500g,210,2
15029,상온HMR,레토르트,즉석스프,즉석스프,보노포르치니버섯스프54G,250,3
15062,상온HMR,레저취미,반려견간식,반려견간식,탐사리얼오메가트릿소고기연어360G,282,4
15067,상온HMR,레토르트,기타레토르트,기타레토르트,백설재료준비없이바로부쳐먹는감자전120G,285,5
15078,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,주비푸드일본식미소장국버섯맛21G,290,6
15085,상온HMR,레토르트,기타레토르트,기타레토르트,주비푸드적초생강80G,294,7
15090,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,양반수라우거지감자탕460G,299,8
15104,상온HMR,레토르트,기타레토르트,기타레토르트,매일맘마밀안심이유식아스파라거스와닭가슴살100G,310,9
15261,상온HMR,레토르트,기타레토르트,기타레토르트,네슬레거버1단계이유식사과113G,404,10
15262,상온HMR,레토르트,기타레토르트,기타레토르트,네슬레거버1단계이유식푸룬113G,405,11
15266,상온HMR,레토르트,기타레토르트,기타레토르트,네슬레거버2단계이유식사과딸기바나나226G,409,12
15267,상온HMR,레토르트,기타레토르트,기타레토르트,네슬레거버2단계이유식망고사과트위스트226G,410,13
15268,상온HMR,레토르트,기타레토르트,기타레토르트,네슬레거버2단계이유식사과블루베리226G,411,14
15269,상온HMR,레토르트,기타레토르트,기타레토르트,네슬레거버2단계이유식푸룬사과226G,412,15
15405,상온HMR,레토르트,기타레토르트,기타레토르트,홈플러스부드러운버터장조림,440,16
15406,상온HMR,레토르트,기타레토르트,기타레토르트,홈플러스양념깻잎,441,17
15407,상온HMR,레토르트,기타레토르트,기타레토르트,홈플러스부드러운쇠고기장조림,442,18
15408,상온HMR,레토르트,기타레토르트,기타레토르트,오뚜기매콤꽁치조림,443,19
15409,상온HMR,레토르트,즉석스프,즉석스프,오뚜기베이컨포테이토스프,444,20
15411,상온HMR,레토르트,기타레토르트,기타레토르트,홈플러스진미채아몬드조림,446,21
15423,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,종가집종가반상곱창육개장,457,22
15424,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,오뚜기의정부식부대찌개,458,23
15425,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,오뚜기종로식도가니탕,459,24
15427,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,동원양반통참치김치찌개,461,25
15428,상온HMR,레토르트,즉석죽,즉석죽,유동골뱅이죽야채420G,462,26
15447,상온HMR,레토르트,즉석밥,즉석밥,CJ햇반컵반강된장보리비빔밥280G,479,27
15449,상온HMR,레토르트,즉석밥,즉석밥,오뚜기컵밥햄버그덮밥310G,481,28
15451,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,양반진국닭곰탕460G,483,29
15455,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,CJ비비고소고기미역국500G,486,30
15457,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,CJ비비고감자탕460G,488,31
15459,상온HMR,레토르트,즉석카레짜장,즉석카레짜장,오뚜기3분짜장6개입1200G,489,32
15464,상온HMR,전통과자,기타전통과자,기타전통과자,홈플러스시그니쳐발아현미누룽지600G,493,33
15476,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,청정원일상가정식한우진곰탕450G,501,34
15477,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,청정원일상가정식나주곰탕450G,502,35
15478,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,CJ비비고차돌된장찌개460G,503,36
15487,상온HMR,레토르트,기타레토르트,기타레토르트,본아이에프본죽쇠고기장조림170G,507,37
15665,상온HMR,가공안주류,기타간식/안주형과자,기타간식/안주형과자,이마트피코크유기농군밤100G,556,38
15667,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,정풍아이맛있는한우배추된장국200G,558,39
15718,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,이마트피코크정갈한오징어무국500G,580,40
15722,상온HMR,레토르트,기타레토르트,기타레토르트,동원양반소고기장조림110G,584,41
15730,상온HMR,레토르트,기타레토르트,기타레토르트,이마트피코크정갈하게담아낸계란장조림400G,588,42
15784,상온HMR,분말조리식,분말카레짜장,분말카레짜장,성풍양행블루엘리펀트로얄타이쿠진타이프리미엄쿠킹세트마싸만커리110G,613,43
15786,상온HMR,분말조리식,분말카레짜장,분말카레짜장,성풍양행블루엘리펀트로얄타이쿠진타이프리미엄쿠킹세트그린커리95G,615,44
15787,상온HMR,분말조리식,분말카레짜장,분말카레짜장,성풍양행블루엘리펀트로얄타이쿠진타이프리미엄쿠킹세트옐로우커리95G,616,45
15789,상온HMR,레토르트,즉석스프,즉석스프,매일유업상하목장양송이크림스프450G,618,46
15795,상온HMR,레토르트,즉석스프,즉석스프,이마트피코크밥한그릇뚝딱바로먹는짜장200G,621,47
15819,상온HMR,과채음료,파우치음료,파우치음료,CJ쁘띠첼워터젤리사과130ML,640,48
15820,상온HMR,과채음료,파우치음료,파우치음료,CJ쁘띠첼워터젤리포도130ML,641,49
15834,상온HMR,레토르트,즉석밥,즉석밥,한일식품혼면혼밥본고장바지락칼국수_밥276.5G,653,50
15892,상온HMR,잡곡,보리,보리,오쌀미보리볶음1KG,687,51
15945,상온HMR,레저취미,반려묘간식,반려묘간식,템테이션고소한참치맛85G,715,52
15947,상온HMR,레저취미,반려묘간식,반려묘간식,롯데네슬레코리아프리스키파티믹스치킨그레이비60G,717,53
15950,상온HMR,레저취미,반려묘사료,반려묘사료,롯데네슬레코리아팬시피스트인스퍼레이션연어시금치호박녹색콩70G,720,54
15951,상온HMR,레저취미,반려묘간식,반려묘간식,동원모이스트루참치와연어80G,721,55
16032,상온HMR,분말조미료,가공조미료,가공조미료,씨제이제일제당다시다요리의신얼큰국물10G_5개입50G,736,56
20183,상온HMR,분말조리식,분말스프,분말스프,오뚜기)크림스프80G,871,57
20197,상온HMR,레토르트,기타레토르트,기타레토르트,뽀로로매콤떡볶이120G,877,58
20198,상온HMR,레토르트,기타레토르트,기타레토르트,뽀로로랍스터떡볶이120G,878,59
20208,상온HMR,레토르트,즉석카레짜장,즉석짜장,오뚜기3분짜장200G,888,60
20216,상온HMR,분말조리식,분말스프,분말스프,오뚜기야채스프80G,890,61
20235,상온HMR,레토르트,즉석밥,즉석밥,CJ햇반컵반낙지콩나물비빔밥216g,902,62
20256,상온HMR,병통조림,참치통조림,참치통조림,오뚜기고추참치,920,63
25056,상온HMR,소스류,맛가루,맛가루,헬스밸런스바삭바삭어린이현미가케28G,997,64
25073,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,CJ비비고추어탕460G,1011,65
25084,상온HMR,가공분말류,기타프리믹스,기타프리믹스,브레드가든진저브레드쿠키믹스250G,1018,66
25115,상온HMR,레토르트,기타레토르트,기타레토르트,매일맘마밀안심이유식가리비와두부100G,1030,67
25116,상온HMR,레토르트,기타레토르트,기타레토르트,매일맘마밀안심이유식단호박과소고기100G,1031,68
25121,상온HMR,레토르트,즉석죽,즉석죽,CJ비비고녹두닭죽450G,1036,69
25175,상온HMR,씨리얼,일반시리얼,일반시리얼,농심켈로그)아몬드푸레이크컵시리얼30G,1062,70
25194,상온HMR,레토르트,기타레토르트,기타레토르트,폴라리스)크리스탈브라운펄280G,1077,71
25241,상온HMR,분말조리식,분말국/찌개,분말국/찌개,홈플러스)시원하고담백한즉석북어국16G,1107,72
25404,상온HMR,초콜렛,쉘초콜릿,쉘초콜릿,홈플러스시그니쳐오리지널트러플450G,1171,73
25417,상온HMR,레토르트,즉석밥,즉석밥,CJ햇반컵반미역국밥167G,1178,74
25418,상온HMR,레토르트,즉석밥,즉석밥,CJ햇반컵반사골곰탕국밥166G,1179,75
25419,상온HMR,레토르트,즉석밥,즉석밥,CJ햇반컵반콩나물해장국밥270G,1180,76
25420,상온HMR,레토르트,즉석밥,즉석밥,CJ햇반컵반황태국밥170G,1181,77
25421,상온HMR,레토르트,즉석밥,즉석밥,CJ햇반컵반직화불고기덮밥257G,1182,78
25424,상온HMR,레토르트,즉석밥,즉석밥,CJ햇반컵반볶은김치덮밥247G,1185,79
25427,상온HMR,레토르트,즉석밥,즉석밥,오뚜기컵밥허니갈릭치밥310G,1188,80
25431,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,오뚜기닭백숙누룽지탕190G,1192,81
25454,상온HMR,스낵,과일스낵,과일스낵,에스앤너츠오아시스가선물한대추야자500G,1213,82
25455,상온HMR,레토르트,즉석국/찌개,즉석국/찌개,청정원일상가정식장어탕450G,1214,83
25590,상온HMR,레토르트,즉석죽,즉석죽,금광약초건강에미치다누룽지재료160G,1233,84
25634,상온HMR,가공안주류,견과류,견과류,동우농산아몬드슬라이스200G,1267,85
25640,상온HMR,레토르트,기타레토르트,기타레토르트,에이뷰유기농인증원료로만든김자반볶음40G,1272,86
25641,상온HMR,레토르트,기타레토르트,기타레토르트,에이뷰야채김자반볶음40G,1273,87
25643,상온HMR,레토르트,기타레토르트,기타레토르트,오뚜기간단한끼김치고등어조림180g,1275,88
25653,상온HMR,가공분말류,도넛가루/핫케이크가루,도넛가루/핫케이크가루,오뚜기쉐이크앤팬핫케이크믹스오리지널150G,1283,89
25655,상온HMR,가공분말류,도넛가루/핫케이크가루,도넛가루/핫케이크가루,오뚜기쉐이크앤팬핫케이크믹스바나나150G,1285,90
25657,상온HMR,레토르트,기타레토르트,기타레토르트,백설컵전녹두빈대떡155G,1287,91
25686,상온HMR,잡곡,기타잡곡류,기타잡곡류,두보식품오트밀800G,1307,92
25690,상온HMR,기타,기타,기타,금광약초뽕잎40G,1311,93
25691,상온HMR,레토르트,즉석죽,즉석죽,이마트피코크소고기죽450G,1312,94
25692,상온HMR,레토르트,즉석죽,즉석죽,이마트피코크단호박죽450G,1313,95
