,div_l,div_m,div_s,div_n
30066,과자,스낵,밀가루스낵,밀가루스낵
30067,과자,스낵,감자스낵,감자스낵
30068,과자,스낵,밀가루스낵,밀가루스낵
30069,과자,스낵,밀가루스낵,밀가루스낵
30070,과자,스낵,밀가루스낵,밀가루스낵
30072,커피차,분말차,코코아/핫초코,라떼
30073,커피차,분말차,커피,아메리카노
30074,커피차,분말차,커피,아메리카노
30075,과자,껌류,일반껌,일반껌
30078,면류,용기면,비빔용기라면,일반라면
30079,면류,용기면,비빔용기라면,파스타
30082,과자,견과류,아몬드,아몬드
30085,과자,캔디,하드캔디,하드캔디
30086,과자,스낵,밀가루스낵,밀가루스낵
30087,과자,스낵,밀가루스낵,밀가루스낵
30088,과자,비스킷,쿠키,쿠키
30089,과자,비스킷,크래커,크래커
30090,과자,스낵,밀가루스낵,밀가루스낵
30091,과자,비스킷,크래커,크래커
30092,과자,파이류,파이,파이
30093,과자,스낵,밀가루스낵,밀가루스낵
30094,과자,비스킷,크래커,크래커
30095,과자,비스킷,크래커,크래커
30096,과자,스낵,밀가루스낵,밀가루스낵
30097,과자,비스킷,크래커,크래커
30098,과자,파이류,케이크,파이
30099,과자,비스킷,크래커,크래커
30100,과자,비스킷,크래커,크래커
30101,면류,봉지면,비빔봉지라면,일반라면
30102,면류,봉지면,비빔봉지라면,비빔면
30103,면류,봉지면,국물봉지라면,일반라면
30104,면류,봉지면,국물봉지라면,짬뽕라면
30105,면류,봉지면,국물봉지라면,우동라면
30106,과자,초콜렛,초콜릿세트,초콜릿세트
30107,과자,초콜렛,초콜릿세트,초콜릿세트
30108,과자,껌류,기능성껌,기능성껌
30109,과자,캔디,캐러멜,캐러멜
30110,과자,초콜렛,쉘초콜릿,쉘초콜릿
30111,과자,초콜렛,바초콜릿,바초콜릿
30112,과자,씨리얼,씨리얼바,씨리얼바
30113,과자,초콜렛,쉘초콜릿,쉘초콜릿
30114,과자,캔디,소프트캔디,소프트캔디
30115,과자,캔디,젤리,젤리
30116,과자,캔디,소프트캔디,소프트캔디
30117,과자,초콜렛,바초콜릿,바초콜릿
30118,과자,초콜렛,바초콜릿,바초콜릿
30119,과자,스낵,밀가루스낵,밀가루스낵
30120,과자,스낵,밀가루스낵,밀가루스낵
30121,면류,봉지면,국물봉지라면,짬뽕라면
30122,면류,봉지면,국물봉지라면,일반라면
30123,면류,봉지면,국물봉지라면,일반라면
30124,면류,봉지면,국물봉지라면,일반라면
30125,면류,봉지면,국물봉지라면,일반라면
30126,면류,봉지면,국물봉지라면,일반라면
30127,면류,봉지면,국물봉지라면,일반라면
30128,면류,봉지면,국물봉지라면,일반라면
30129,면류,봉지면,국물봉지라면,일반라면
30130,면류,봉지면,국물봉지라면,일반라면
30131,과자,캔디,하드캔디,하드캔디
30132,과자,초콜렛,쉘초콜릿,쉘초콜릿
30133,과자,스낵,감자스낵,감자스낵
30134,과자,스낵,쌀스낵,쌀스낵
30135,과자,스낵,옥수수스낵,옥수수스낵
30136,과자,초콜렛,바초콜릿,바초콜릿
30137,과자,스낵,감자스낵,감자스낵
30138,과자,비스킷,크래커,크래커
30139,과자,초콜렛,바초콜릿,바초콜릿
30140,과자,스낵,옥수수스낵,옥수수스낵
30143,주류,와인,레드와인,레드와인
30144,주류,와인,화이트와인,화이트와인
30149,커피차,분말차,기타,마차
30150,커피차,분말차,기타,기타
30151,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
30152,과자,초콜렛,쉘초콜릿,쉘초콜릿
30153,통조림/안주,통조림,과일통조림,기타통조림
30154,주류,전통주,과실주,과실주
30156,상온HMR,분말조리식,분말카레짜장,분말카레
30157,상온HMR,분말조리식,분말카레짜장,분말카레
30158,상온HMR,분말조리식,분말카레짜장,분말카레
30160,상온HMR,기타,기타,기타
30166,과자,스낵,옥수수스낵,옥수수스낵
30167,커피차,분말차,커피,인스턴트커피
30171,커피차,분말차,녹차/현미녹차,녹차/현미녹차
30172,커피차,분말차,메밀차,메밀차
30173,커피차,분말차,기타,도라지차
30174,커피차,분말차,잎차,결명자차
30175,커피차,분말차,옥수수차,옥수수차
30185,과자,전통과자,기타전통과자,기타전통과자
30187,과자,캔디,소프트캔디,소프트캔디
30188,과자,캔디,젤리,젤리
30189,음료,과채음료,과일음료,과일음료
30190,과자,견과류,아몬드,아몬드
30191,과자,캔디,소프트캔디,소프트캔디
30192,과자,캔디,하드캔디,하드캔디
30195,커피차,분말차,둥굴레차,둥굴레차
30200,주류,맥주,국내맥주,국내맥주
30201,주류,맥주,국내맥주,국내맥주
30202,상온HMR,레토르트,즉석밥,즉석밥
30203,음료,차음료,일반차음료,일반차음료
30204,음료,차음료,일반차음료,일반차음료
30206,상온HMR,레토르트,즉석죽,즉석죽
30207,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
30208,유제품,요구르트,마시는 요구르트,마시는 요구르트
30209,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
30210,유제품,요구르트,마시는 요구르트,마시는 요구르트
30211,유제품,우유,가공우유,기타우유
30212,유제품,요구르트,마시는 요구르트,마시는 요구르트
30213,유제품,요구르트,마시는 요구르트,마시는 요구르트
30214,유제품,요구르트,마시는 요구르트,마시는 요구르트
30215,유제품,요구르트,마시는 요구르트,마시는 요구르트
30216,유제품,요구르트,마시는 요구르트,마시는 요구르트
30217,유제품,우유,일반우유,일반우유
30218,유제품,요구르트,마시는 요구르트,마시는 요구르트
30219,유제품,요구르트,마시는 요구르트,마시는 요구르트
30220,과자,비스킷,쿠키,쿠키
30221,과자,비스킷,크래커,크래커
30224,과자,비스킷,샌드,샌드
30226,음료,차음료,전통차음료,전통차음료
30227,과자,초콜렛,판초콜릿,판초콜릿
30267,상온HMR,분말조미료,기타향신료,기타향신료
30269,주류,전통주,과실주,과실주
30270,주류,소주,증류식소주,증류식소주
30271,주류,맥주,수입맥주,수입맥주
30272,주류,전통주,막걸리,막걸리
30273,주류,맥주,수입맥주,수입맥주
30274,주류,맥주,수입맥주,수입맥주
30275,주류,맥주,수입맥주,수입맥주
30276,주류,기타주류,칵테일,칵테일
30277,주류,전통주,막걸리,막걸리
30278,커피차,분말차,커피,아메리카노
30279,커피차,분말차,커피,아메리카노
30281,커피차,분말차,커피,모카
30282,통조림/안주,통조림,보일드통조림,닭가슴살통조림
30283,통조림/안주,통조림,가미통조림,스팸/햄통조림
30284,통조림/안주,통조림,과일통조림,파인애플통조림
30285,통조림/안주,통조림,보일드통조림,채소통조림
30286,통조림/안주,통조림,보일드통조림,꽁치통조림
30287,통조림/안주,통조림,과일통조림,기타통조림
30290,과자,껌류,일반껌,일반껌
30291,과자,스낵,감자스낵,감자스낵
30292,과자,스낵,감자스낵,감자스낵
30294,통조림/안주,통조림,보일드통조림,기타수산통조림
30295,상온HMR,레토르트,기타레토르트,기타레토르트
35003,커피차,분말차,허브차,캐모마일
35004,커피차,분말차,허브차,페퍼민트
35005,커피차,분말차,잎차,보이차
35006,커피차,분말차,밀크티,밀크티
35007,커피차,분말차,밀크티,밀크티
35008,커피차,분말차,옥수수차,옥수수차
35009,커피차,분말차,기타,견과차
35011,음료,기능성음료,숙취해소음료,숙취해소음료
35012,커피차,액상차,과실절임차,매실차
35013,음료,차음료,일반차음료,일반차음료
35015,커피차,분말차,녹차/현미녹차,녹차/현미녹차
35016,커피차,분말차,커피,모카
35017,커피차,분말차,허브차,레몬밤
35018,커피차,분말차,아이스티,아이스티
35021,커피차,분말차,커피,카푸치노
35023,커피차,분말차,코코아/핫초코,라떼
35024,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35026,과자,비스킷,쿠키,쿠키
35027,과자,파이류,케이크,파이
35028,과자,비스킷,크래커,크래커
35029,과자,비스킷,샌드,샌드
35030,과자,비스킷,쿠키,쿠키
35031,과자,비스킷,쿠키,쿠키
35032,과자,비스킷,샌드,샌드
35033,과자,껌류,기능성껌,기능성껌
35034,통조림/안주,통조림,과일통조림,파인애플통조림
35035,면류,봉지면,국물봉지라면,일반라면
35036,과자,껌류,일반껌,일반껌
35037,과자,껌류,기능성껌,기능성껌
35038,과자,비스킷,크래커,크래커
35039,과자,스낵,밀가루스낵,밀가루스낵
35040,과자,비스킷,쿠키,쿠키
35041,과자,파이류,파이,케이크
35042,과자,비스킷,샌드,샌드
35043,과자,파이류,케이크,파이
35044,과자,스낵,밀가루스낵,밀가루스낵
35045,과자,스낵,밀가루스낵,밀가루스낵
35046,과자,파이류,파이,파이
35047,과자,비스킷,샌드,샌드
35048,과자,씨리얼,일반시리얼,일반시리얼
35049,과자,스낵,밀가루스낵,밀가루스낵
35050,과자,스낵,밀가루스낵,밀가루스낵
35051,과자,스낵,밀가루스낵,밀가루스낵
35052,과자,스낵,쌀스낵,쌀스낵
35053,과자,스낵,쌀스낵,쌀스낵
35054,과자,스낵,쌀스낵,쌀스낵
35055,과자,스낵,고구마스낵,고구마스낵
35057,과자,견과류,아몬드,아몬드
35058,과자,견과류,아몬드,아몬드
35060,통조림/안주,통조림,애견식품,애견습식사료
35061,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35062,상온HMR,가공분말류,기타프리믹스,기타프리믹스
35068,상온HMR,가공분말류,기타프리믹스,기타프리믹스
35069,상온HMR,레토르트,기타레토르트,기타레토르트
35073,통조림/안주,안주,견과류,아몬드
35075,유제품,우유,가공우유,기타우유
35076,면류,봉지면,국물봉지라면,일반라면
35077,상온HMR,레토르트,즉석죽,즉석죽
35078,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
35079,상온HMR,분말조리식,기타분말조리식,기타분말조리식
35082,주류,기타주류,보드카,보드카
35083,주류,전통주,청주,청주
35091,과자,견과류,아몬드,아몬드
35092,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
35093,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
35094,상온HMR,가공안주류,견과류,견과류
35095,상온HMR,스낵,영유아과자,영유아과자
35099,상온HMR,가공분말류,기타프리믹스,기타프리믹스
35100,상온HMR,레토르트,기타레토르트,기타레토르트
35101,상온HMR,레토르트,즉석죽,즉석죽
35102,디저트,건과일,건포도,건포도
35103,주류,맥주,수입맥주,수입맥주
35104,주류,맥주,수입맥주,수입맥주
35106,주류,기타주류,위스키,위스키
35108,상온HMR,레토르트,즉석죽,즉석죽
35109,상온HMR,레토르트,즉석죽,즉석죽
35110,상온HMR,레토르트,즉석죽,즉석죽
35111,상온HMR,레토르트,즉석죽,즉석죽
35112,상온HMR,레토르트,즉석죽,즉석죽
35113,상온HMR,레토르트,즉석죽,즉석죽
35114,상온HMR,레토르트,즉석죽,즉석죽
35115,상온HMR,레토르트,즉석죽,즉석죽
35117,유제품,치즈,까망베르치즈,까망베르치즈
35118,유제품,치즈,생치즈,생치즈
35119,음료,탄산수,Flavor탄산수,Flavor탄산수
35120,음료,과채음료,과일음료,과일음료
35121,음료,과채음료,과일음료,과일음료
35122,음료,과채음료,과일음료,과일음료
35123,음료,과채음료,과일음료,과일음료
35124,음료,과채음료,과일음료,과일음료
35125,음료,커피음료,커피음료,커피음료
35126,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35127,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35128,유제품,치즈,체다치즈,체다치즈
35129,유제품,치즈,크림치즈,크림치즈
35130,음료,과채음료,과일음료,과일음료
35131,유제품,치즈,체다치즈,체다치즈
35132,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35133,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35134,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35135,유제품,치즈,체다치즈,체다치즈
35157,음료,과채음료,과채혼합음료,과채혼합음료
35161,면류,용기면,국물용기라면,일반라면
35162,상온HMR,씨리얼,일반시리얼,일반시리얼
35163,면류,봉지면,국물봉지라면,일반라면
35164,면류,봉지면,비빔봉지라면,짜장라면
35165,면류,봉지면,국물봉지라면,일반라면
35169,음료,과채음료,과일음료,과일음료
35177,유제품,요구르트,마시는 요구르트,마시는 요구르트
35178,유제품,요구르트,마시는 요구르트,마시는 요구르트
35179,유제품,요구르트,마시는 요구르트,마시는 요구르트
35180,음료,과채음료,어린이음료,과채혼합음료
35181,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35182,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35183,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35184,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35185,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35186,과자,스낵,감자스낵,감자스낵
35187,과자,스낵,야채스낵,야채스낵
35188,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
35189,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
35190,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
35191,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
35192,디저트,푸딩/젤리,냉장젤리류,냉장젤리류
35193,디저트,푸딩/젤리,냉장젤리류,냉장젤리류
35194,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
35195,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
35196,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
35197,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35198,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35199,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35200,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
35201,유제품,요구르트,떠먹는 요구르트,떠먹는 요구르트
